ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
2CECO;363258;CENTRE DE CONGRES;47.474266, -0.5461000000000001;;;;0;;Europe/Paris;1
CIMETI-E;7431;CIMETIERE DE L'EST;47.471236, -0.527727;;;;0;;Europe/Paris;1
MASTELLE;16341;MASTELLE;47.529427, -0.5924830000000001;;;;0;;Europe/Paris;1
RIOTTE-E;6695;RIOTTEAU;47.443937, -0.4992650000000001;;;;0;;Europe/Paris;1
CAMLACMA;276;LAC DE MAINE CAMPING;47.458118, -0.5969920000000001;;;;0;;Europe/Paris;1
GEMMETR;27273;GEMMETRIE ESAIP;47.463176, -0.4991440000000001;;;;0;;Europe/Paris;1
ISORET-E;23628;ISORET;47.474436, -0.5201490000000001;;;;0;;Europe/Paris;1
STEXUPER;22347;SAINT EXUPERY;47.467847, -0.5365170000000001;;;;0;;Europe/Paris;1
CHPEGUY;855516;CHARLES PEGUY;47.529912, -0.6202850000000001;;;;0;;Europe/Paris;1
ELYSEE-E;20767;ÉLYSÉE;47.473703, -0.584891;;;;0;;Europe/Paris;0
GASPAL-E;409;GASPALON;47.452852, -0.5072810000000001;;;;0;;Europe/Paris;0
COSSIERE;976646;COSSIERES;47.526059, -0.448212;;;;0;;Europe/Paris;0
RECLAI-E;641741;RENE CLAIR;47.536595, -0.6217940000000001;;;;0;;Europe/Paris;1
SAVENN-E;989607;SAVENNIÈRES MAIL;47.383363, -0.6557920000000002;;;;0;;Europe/Paris;0
BOPONT;5303;BOUCHEMAINE PONT;47.420645, -0.6103720000000001;;;;0;;Europe/Paris;0
GARECOUF;30849;GARE D'ECOUFLANT;47.503599, -0.5201830000000001;;;;0;;Europe/Paris;0
BEDAUD-E;5506;BEDAUDIERE;47.501358, -0.393321;;;;0;;Europe/Paris;0
GRCPRU-E;25729;GROUPE COMMERCIAL;47.445584, -0.6066250000000001;;;;0;;Europe/Paris;1
FENEU-AR;565789;EGLISE DE FENEU;47.569634, -0.5944090000000001;;;;0;;Europe/Paris;1
MACURI-E;15853;MARIE CURIE;47.43331, -0.5170470000000001;;;;0;;Europe/Paris;1
MEIGNA34;22128;EGLISE DE LA MEIGNANNE;47.519273, -0.6678650000000002;;;;0;;Europe/Paris;0
GAUBER-E;12547;LA BARRE;47.474429, -0.5995400000000001;;;;0;;Europe/Paris;0
HAUBOU-E;4893;HAUTS DE BOUCHEMAINE;47.430068, -0.609392;;;;0;;Europe/Paris;1
JEJAURES;6732;JEAN JAURES;47.457331, -0.5231660000000001;;;;0;;Europe/Paris;1
HOTELL-E;31454;HOTELLERIE;47.488845, -0.5189580000000001;;;;0;;Europe/Paris;0
LECLSY-E;30324;MARECHAL LECLERC;47.518415, -0.4667240000000001;;;;0;;Europe/Paris;1
POIVRE-E;17887;POIVRE;47.513557, -0.5931310000000001;;;;0;;Europe/Paris;1
LOUPINO;22893;LOUPINOT;47.424534, -0.5525070000000001;;;;0;;Europe/Paris;0
RENOU;6625;RENOU;47.436923, -0.4867620000000001;;;;0;;Europe/Paris;0
ALLARD;27879;ALLARD;47.449534, -0.5387470000000001;;;;0;;Europe/Paris;1
JEBOUI-E;32451;JEAN BOUIN;47.458999, -0.5328130000000001;;;;0;;Europe/Paris;1
BICHON-E;20435;BICHON;47.479236, -0.5636420000000001;;;;0;;Europe/Paris;1
VILSAN-E;309;VILLAGE SANTE;47.457155, -0.512175;;;;0;;Europe/Paris;1
SOUZE-E;13244;PETITE SOUZELLE;47.549681, -0.5638400000000001;;;;0;;Europe/Paris;0
DIONNI-E;28803;DIONNIERE;47.543693, -0.4850560000000001;;;;0;;Europe/Paris;0
FRMEILLA;24551;MEILLAND;47.447971, -0.5465190000000001;;;;0;;Europe/Paris;0
PATIS-E;29802;PATIS ST LEGER;47.464757, -0.7070470000000001;;;;0;;Europe/Paris;0
CIMTRELA;31082;CIMETIERE DE TRELAZE;47.446401, -0.4625970000000001;;;;0;;Europe/Paris;1
RECLAIR;461517;RENE CLAIR;47.536699, -0.6218490000000001;;;;0;;Europe/Paris;1
ADEZIERE;1649;AVRILLE ADEZIERE;47.50495, -0.6050530000000001;;;;0;;Europe/Paris;1
CHPEGU-E;362903;CHARLES PEGUY;47.530013, -0.6203080000000001;;;;0;;Europe/Paris;1
ALLEMA-E;9078;ALLEMAGNE;47.527919, -0.5999530000000001;;;;0;;Europe/Paris;1
VIVIER-E;27166;VIVIERS;47.45154, -0.5351680000000001;;;;0;;Europe/Paris;1
LACOUDRE;14817;LA COUDRE;47.460641, -0.710428;;;;0;;Europe/Paris;0
HOSGEMME;3118;HOPITAL DE SAINTE GEMMES;47.422862, -0.5607850000000001;;;;0;;Europe/Paris;1
APPENT-E;20678;APPENTIS;47.445199, -0.5465630000000001;;;;0;;Europe/Paris;1
CHATEL-E;24167;CHATELAIN;47.483169, -0.5141820000000001;;;;0;;Europe/Paris;1
BEAUMAN;27618;BEAUMANOIR;47.451543, -0.510523;;;;0;;Europe/Paris;0
SAICRO-E;20081;SAINTE CROIX;47.469864, -0.5549630000000001;;;;0;;Europe/Paris;1
LESSAR-E;23657;LES ESSARTS;47.469187, -0.7368000000000001;;;;0;;Europe/Paris;0
GROIES-E;23297;GROIES 1;47.494277, -0.40425;;;;0;;Europe/Paris;0
VAUGAREA;31184;VAUGAREAU;47.482755, -0.5268430000000001;;;;0;;Europe/Paris;1
CLAUDE-E;14882;CLAUDEL;47.449984, -0.566807;;;;0;;Europe/Paris;1
VILVEC-E;16488;ECOLE DE VILLEVEQUE;47.560886, -0.4214280000000001;;;;0;;Europe/Paris;0
HAUTERO;20353;HAUTE ROCHE;47.469075, -0.6349970000000001;;;;0;;Europe/Paris;0
THOMASS;27878;THOMASSERIE;47.461762, -0.6253480000000001;;;;0;;Europe/Paris;0
PLGBELVU;340050;BELLEVUE PLESSIS GRAMMOIRE;47.50481, -0.440297;;;;0;;Europe/Paris;0
BEAUFI-E;2771;BEAUMANOIR;47.451899, -0.5104520000000001;;;;0;;Europe/Paris;0
GENDRIE;833019;GENDRIE;47.498948, -0.324872;;;;0;;Europe/Paris;0
HARAS;20835;FOCH HARAS;47.467124, -0.5519360000000001;;;;0;;Europe/Paris;1
CROISEE provisoire vers Ext.;;CROISEE reporté;47.458672, -0.6666550000000001;;;;0;;Europe/Paris;0
MATE25-E;11509;CHU - HOPITAL;47.480652, -0.5548310000000001;;;;0;;Europe/Paris;0
SOULEC-E;503218;ECOLE DE SOULAINES;47.365765, -0.5212760000000001;;;;0;;Europe/Paris;0
MAROTTIE;10301;MAROTTIERES;47.536321, -0.568907;;;;0;;Europe/Paris;0
BMOTTE;25850;BELLE MOTTE;47.531091, -0.5165750000000001;;;;0;;Europe/Paris;0
DEBUSS31;24570;COLLÈGE DEBUSSY;47.4885, -0.5159130000000001;;;;0;;Europe/Paris;0
BOISRAME;22086;BOISRAME;47.478299, -0.5847990000000001;;;;0;;Europe/Paris;1
WSTGI;59183;SAINT GILLES;47.506305, -0.5892980000000001;;;;0;;Europe/Paris;0
ALLUME-E;6636;ALLUMETTES;47.444974, -0.5021940000000001;;;;0;;Europe/Paris;1
LOUPIN-E;26592;LOUPINOT;47.424594, -0.5526570000000001;;;;0;;Europe/Paris;0
HOTDIEU;4414;HOTEL DIEU;47.479199, -0.5593380000000001;;;;0;;Europe/Paris;1
SOUCELLE;1423;SOUCELLES;47.569446, -0.420554;;;;0;;Europe/Paris;0
CHAMAIRE;52310;CHAMP DE L'AIRE;47.437255, -0.615014;;;;0;;Europe/Paris;1
AULNAI-E;172702;AULNAIES;47.586835, -0.439987;;;;0;;Europe/Paris;0
LMARZE-E;29867;HAUTE MARZELLE;47.342927, -0.529723;;;;0;;Europe/Paris;0
BOURSE;18560;BOURSE;47.442828, -0.4954400000000001;;;;0;;Europe/Paris;0
VICTHUGO;7019;VICTOR HUGO;47.522155, -0.4696410000000001;;;;0;;Europe/Paris;0
BELLVUTR;30214;BELLEVUE;47.448196, -0.5068840000000001;;;;0;;Europe/Paris;1
FO-LOR-R;170;FOCH MAISON BLEUE;47.469676, -0.548989;;;;0;;Europe/Paris;1
JE23-E;11485;JEAN XXIII;47.44852, -0.5638110000000001;;;;0;;Europe/Paris;1
BIGOT-E;21778;BIGOT;47.48232, -0.5607860000000001;;;;0;;Europe/Paris;1
BUCHETIE;736317;BUCHETIERE;47.559684, -0.428279;;;;0;;Europe/Paris;0
BOHACE-E;374732;CENDREUSE;47.422276, -0.385158;;;;0;;Europe/Paris;0
ESPAJEUN;28726;MAISON DE LA DANSE;47.488869, -0.584872;;;;0;;Europe/Paris;1
COTTAGE;4531;COTTAGE;47.494799, -0.5153390000000001;;;;0;;Europe/Paris;1
ANAFRAN;345518;ANATOLE FRANCE;47.531085, -0.6137230000000001;;;;0;;Europe/Paris;1
CORNBA-E;932372;BASCULE CORNÉ;47.4716, -0.34092;;;;0;;Europe/Paris;0
PIGEONDO;530735;PIGEON D'OR;47.469139, -0.3893480000000001;;;;0;;Europe/Paris;0
LAVOIR;327;LAVOIR;47.44063, -0.4988640000000001;;;;0;;Europe/Paris;1
MUSSET-E;22824;MUSSET;47.473624, -0.5387200000000001;;;;0;;Europe/Paris;1
DOYENN-E;10951;DOYENNE;47.490584, -0.5322060000000001;;;;0;;Europe/Paris;0
FACUL-SS;7400;FACULTE;47.479322, -0.5509890000000001;;;;0;;Europe/Paris;1
MORET-E;25664;MORETTE;47.604393, -0.5608870000000001;;;;0;;Europe/Paris;0
ROCHEFOU;6793;LA ROCHEFOUCAULD;47.478851, -0.5569720000000001;;;;0;;Europe/Paris;1
RTSORG-E;793058;ROUTE DE SORGES;47.432648, -0.4908730000000001;;;;0;;Europe/Paris;0
PETLAN-E;13939;PETITE LANDE;47.554392, -0.5814710000000001;;;;0;;Europe/Paris;0
LESECOTS;19016;LES ECOTS;47.475558, -0.6955270000000001;;;;0;;Europe/Paris;0
LE.CLO-E;890179;LE CLOS;47.424655, -0.427995;;;;0;;Europe/Paris;0
ECLATE-E;15952;ECLATERIES;47.451073, -0.519982;;;;0;;Europe/Paris;1
SPORBRIO;8372;SALLE DE SPORT;47.56168, -0.5052030000000001;;;;0;;Europe/Paris;0
HJOU32;18910;HAIE JOULAIN;47.517582, -0.4626560000000001;;;;0;;Europe/Paris;0
GAUBOU-E;23234;GAUBOURGS;47.449319, -0.5731380000000001;;;;0;;Europe/Paris;0
ITALIE-E;13083;ITALIE;47.524767, -0.6019980000000001;;;;0;;Europe/Paris;1
HAUTPRES;2552;HAUT PRESSOIR;47.453192, -0.5384810000000001;;;;0;;Europe/Paris;1
MERMOZ;21926;COLLEGE MERMOZ;47.451897, -0.5668050000000001;;;;0;;Europe/Paris;0
MONPRO-E;29694;MONPROFIT;47.474342, -0.5666960000000001;;;;0;;Europe/Paris;1
PROVIN-E;17083;PROVINS;47.492562, -0.5020450000000001;;;;0;;Europe/Paris;1
JUFERRY;32650;JULES FERRY;47.466377, -0.4987210000000001;;;;0;;Europe/Paris;1
RUCOURTE;224549;RUE COURTE;47.41968, -0.32878;;;;0;;Europe/Paris;0
BELPOULE;21306;BELLE POULE;47.427888, -0.5271540000000001;;;;0;;Europe/Paris;0
MUTUAL-E;25011;MUTUALITE;47.455262, -0.5408170000000001;;;;0;;Europe/Paris;1
BODINIER;906273;BODINIERE;47.585453, -0.447282;;;;0;;Europe/Paris;0
GAUTIER;538212;PAS GAUTIER;47.471528, -0.409564;;;;0;;Europe/Paris;0
PYRA10-E;31499;PYRAMIDE;47.440078, -0.4887330000000001;;;;0;;Europe/Paris;0
1LAFA;31950;PLACE LA FAYETTE;47.460812, -0.5547230000000001;;;;0;;Europe/Paris;1
MAURIAC;17599;MALRAUX;47.457459, -0.4735490000000001;;;;0;;Europe/Paris;1
WBROY;9573;BOIS DU ROY;47.499761, -0.5834140000000001;;;;0;;Europe/Paris;0
1JMOU;4159;JEAN MOULIN;47.490467, -0.5521950000000001;;;;0;;Europe/Paris;1
CALAIS;775835;CALAIS;47.461997, -0.4325570000000001;;;;0;;Europe/Paris;0
LETAND16;27068;LETANDUERE;47.452805, -0.553174;;;;0;;Europe/Paris;1
GRANDMON;11878;GRANDMONT;47.487549, -0.5875930000000001;;;;0;;Europe/Paris;1
MIRBEAU;28498;MIRBEAU;47.488222, -0.5107870000000001;;;;0;;Europe/Paris;0
MONOD;15527;MONOD;47.478725, -0.6366410000000001;;;;0;;Europe/Paris;1
CCBGPAI;953694;BOURG DE PAILLE;47.473272, -0.623241;;;;0;;Europe/Paris;1
SCANIA;13638;SCANIA;47.493116, -0.5223510000000001;;;;0;;Europe/Paris;0
CHALOUER;16319;CHALOUERE;47.481349, -0.5367750000000001;;;;0;;Europe/Paris;1
GRESILLE;20154;GRESILLE;47.459643, -0.6055010000000001;;;;0;;Europe/Paris;1
MARIAN-E;28799;MARIANNE;47.450058, -0.5311000000000001;;;;0;;Europe/Paris;1
GUICHA-E;16895;GUICHARD;47.454681, -0.5479970000000001;;;;0;;Europe/Paris;1
JEANZAY;602684;COLLEGE JEAN ZAY;47.529674, -0.6075960000000001;;;;0;;Europe/Paris;0
LOIRE;14252;LOIRE;47.418758, -0.5233560000000002;;;;0;;Europe/Paris;1
VOLNEY;25948;VOLNEY;47.460438, -0.5380130000000001;;;;0;;Europe/Paris;1
JEBOUIN;43885;JEAN BOUIN;47.458885, -0.5329810000000001;;;;0;;Europe/Paris;1
LAMAILLE;424217;MAILLÉE;47.485065, -0.391433;;;;0;;Europe/Paris;0
GAREPA-E;715;GARES PAPIN;47.465169, -0.5575690000000001;;;;0;;Europe/Paris;0
WJE23;7983;JEAN XXIII;47.448658, -0.562934;;;;0;;Europe/Paris;0
CANTPAT;800212;PATIS;47.540477, -0.5823880000000001;;;;0;;Europe/Paris;0
BOUVET-E;30358;BOUVET;47.563321, -0.6757930000000001;;;;0;;Europe/Paris;0
PERUSSAI;3238;PERUSSAIE;47.466084, -0.59635;;;;0;;Europe/Paris;1
LOUET-E;605456;LOUET;47.412435, -0.5238070000000001;;;;0;;Europe/Paris;1
2JE23;30963;JEAN XXIII;47.448552, -0.5628440000000001;;;;0;;Europe/Paris;1
INDUST-E;12168;INDUSTRIE;47.490015, -0.52287;;;;0;;Europe/Paris;0
LAMARE-E;691886;LA MARE;47.468348, -0.4652860000000001;;;;0;;Europe/Paris;0
BLERIO-E;3197;BLERIOT;47.486125, -0.5635310000000001;;;;0;;Europe/Paris;1
CHATA-E;657686;CHATAIGNIER;47.545858, -0.6498860000000001;;;;0;;Europe/Paris;0
GIRAD-E;53995;GIRARDEAU;47.436438, -0.5204080000000001;;;;0;;Europe/Paris;1
SOLAND-E;32488;SOLAND;47.399582, -0.530468;;;;0;;Europe/Paris;1
ESPMONTR;15922;ESPERANTO;47.529419, -0.6036580000000001;;;;0;;Europe/Paris;1
SPORBR-E;27038;SALLE DE SPORT;47.561722, -0.5052460000000001;;;;0;;Europe/Paris;0
CHESPR-E;658925;CHESNAIE PRUILLÉ;47.566127, -0.6777660000000001;;;;0;;Europe/Paris;0
BOHASALE;300213;CHEMIN SALETTE;47.424704, -0.388942;;;;0;;Europe/Paris;0
VIVIERS;29924;VIVIERS;47.451693, -0.5352000000000001;;;;0;;Europe/Paris;1
1HDVA;194430;HÔTEL DE VILLE;47.471695, -0.5467910000000001;;;;0;;Europe/Paris;1
VEAUDORE;93934;VEAU DORÉ;47.476012, -0.413596;;;;0;;Europe/Paris;0
ANRO-5B;12151;ANGERS - ROSERAIE;47.443776, -0.553672;;;;0;;Europe/Paris;1
MAIRTR-E;3669;MAIRIE DE TRELAZE;47.445486, -0.4682660000000001;;;;0;;Europe/Paris;1
BREMON-E;25430;GARES BREMONT;47.465969, -0.5592970000000002;;;;0;;Europe/Paris;1
LBALUERE;37252;BALUÈRES;47.377628, -0.524673;;;;0;;Europe/Paris;0
MASJLIN;20807;MAIRIE DE SAINT JEAN;47.458073, -0.658441;;;;0;;Europe/Paris;0
PATTON REPORTE;;PATTON;47.473523, -0.5896830000000001;;;;0;;Europe/Paris;0
PRUILLE;817682;PLACE DE LA FONTAINE;47.577225, -0.662873;;;;0;;Europe/Paris;1
BRISPO-E;341704;BRISEPOTIÈRE;47.478477, -0.5280560000000001;;;;0;;Europe/Paris;1
RESTUN-E;28833;RESTAU U;47.479546, -0.600358;;;;0;;Europe/Paris;1
2LAFA;15573;PLACE LA FAYETTE;47.46083, -0.5546060000000002;;;;0;;Europe/Paris;1
MEIGNA-E;11052;LA MEIGNANNE;47.484411, -0.5826220000000001;;;;0;;Europe/Paris;1
VERTRA-E;7353;VERNEAU;47.492594, -0.5671670000000001;;;;0;;Europe/Paris;1
HMTRE-E;20239;8 MAI TRELAZE;47.449399, -0.4649950000000001;;;;0;;Europe/Paris;1
ATHLETIS;30156;ATHLETIS;47.441615, -0.5279490000000001;;;;0;;Europe/Paris;1
CHANTERI;24849;CHANTERIE;47.470943, -0.6280190000000001;;;;0;;Europe/Paris;0
LECHENE;12874;LE CHENE;47.420953, -0.5759950000000001;;;;0;;Europe/Paris;0
BEDIER-E;14067;BEDIER;47.449912, -0.552761;;;;0;;Europe/Paris;0
MAISONSR;8771;MAISONS ROUGES;47.474491, -0.5119250000000001;;;;0;;Europe/Paris;1
ARBORETU;32544;ARBORETUM;47.449317, -0.5441430000000002;;;;0;;Europe/Paris;1
CLOSVIGN;17761;CLOS DE LA VIGNE;47.441596, -0.6112930000000001;;;;0;;Europe/Paris;1
NONNA-E;8443;LES NONNAINS;47.586766, -0.423518;;;;0;;Europe/Paris;0
RONCERAY;10261;RONCERAY;47.529591, -0.5649010000000001;;;;0;;Europe/Paris;0
ALSA-A;610546;ALSACE;47.470174, -0.5501210000000001;;;;0;;Europe/Paris;0
ESSCA;86;ESSCA;47.476231, -0.5995920000000001;;;;0;;Europe/Paris;0
DANEMA;11354;DANEMARK;47.527855, -0.597551;;;;0;;Europe/Paris;1
RONCER-E;20665;RONCERAY;47.530018, -0.5653140000000001;;;;0;;Europe/Paris;0
PAVILL-E;7849;PAVILLON;47.46594, -0.6209760000000001;;;;0;;Europe/Paris;0
TARTEL-E;963865;TARTELUSSE;47.558812, -0.437852;;;;0;;Europe/Paris;0
BRAIBOIS;551743;CROIX DE BOIS;47.449229, -0.42528;;;;0;;Europe/Paris;0
STLAUR-E;26259;STADE RAYMOND KOPA;47.461425, -0.5316670000000001;;;;0;;Europe/Paris;1
QUANTIN;17853;QUANTINIERE;47.455106, -0.4716660000000001;;;;0;;Europe/Paris;1
1BMAI;16196;BERGES DE MAINE;47.479341, -0.5493820000000001;;;;0;;Europe/Paris;1
VICT-D-E;415331;VICTOR HUGO;47.523543, -0.4674060000000001;;;;0;;Europe/Paris;1
ECOBAU-A;548823;ECOLE DE BAUNE;47.503086, -0.316172;;;;0;;Europe/Paris;0
ANRO-11C;7919;ANGERS - ROSERAIE;47.444954, -0.5515450000000001;;;;0;;Europe/Paris;0
JOACHI-E;963548;JOACHIM DU BELLAY;47.47651, -0.5473700000000001;;;;0;;Europe/Paris;0
MA4VE-E;22693;MAIL DES QUATRE VENTS;47.531851, -0.528449;;;;0;;Europe/Paris;0
HUTREAU;10466;HUTREAU;47.432917, -0.554502;;;;0;;Europe/Paris;0
EVENT-AR;256533;EVENTARD;47.496874, -0.5149980000000001;;;;0;;Europe/Paris;1
GAIGNE;150305;GAIGNE;47.384, -0.5524370000000001;;;;0;;Europe/Paris;0
RONCIE-E;17649;RONCIERES;47.436056, -0.5137280000000001;;;;0;;Europe/Paris;1
BOSQUET;13421;BOSQUET;47.410024, -0.5243580000000001;;;;0;;Europe/Paris;0
RENARD;27566;RENARDIERE;47.483846, -0.674031;;;;0;;Europe/Paris;0
ARBORE-E;21951;ARBORETUM;47.449385, -0.5444300000000001;;;;0;;Europe/Paris;1
STMANS;10056;BANCHAIS;47.485819, -0.5124680000000001;;;;0;;Europe/Paris;1
PARMENTI;3753;PARMENTIER;47.453204, -0.5186220000000001;;;;0;;Europe/Paris;0
DSCAZEAU;24278;DESCAZEAUX;47.476515, -0.5669200000000001;;;;0;;Europe/Paris;1
PINSONS;23478;PINSONS;47.472499, -0.6301240000000001;;;;0;;Europe/Paris;0
CHEVROLL;858266;LYCEE CHEVROLLIER;47.453824, -0.557309;;;;0;;Europe/Paris;0
CHEMAR-E;792762;AVRILLE - ARDENNE;47.512196, -0.5960420000000001;;;;0;;Europe/Paris;0
GROLLI-E;30562;GROLIERE;47.353982, -0.5276090000000001;;;;0;;Europe/Paris;0
LESECO-E;7610;LES ECOTS;47.475507, -0.6957930000000001;;;;0;;Europe/Paris;0
CLAVERIE;32135;CLAVERIE;47.486652, -0.5045010000000001;;;;0;;Europe/Paris;1
LESRIVES;31416;RIVES;47.526623, -0.5250870000000001;;;;0;;Europe/Paris;0
